ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|itn_easting|itn_northing|itn_toid|itn_toid_version|distance|address_detail|street_name|locality|geographic_county|postcode|verified_address|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
20289229|Church|06340459|332006|712871|1||0001000039466481|17|332001.4|712888.9|4000000004478796|9|18.4||||Fife|KY15|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289708|Church|06340459|363434|649998|1||0001000036809191|10|363430.4|650016|4000000006359166|3|18.3||||Scottish Borders|TD3|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289577|Church|06340459|294231|653777|1||0001000036227148|4|294194.4|653795|5000005119066321|1|40.8||||Strathclyde|ML11|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288814|Church|06340459|239136|862118|1||0001000038784035|4|239149.8|862126.4|4000000003558373|1|16.2||||Highland|IV23|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288835|Church|06340459|275556|800557|1||0001000038861553|3|275543.7|800579.1|4000000003514921|5|25.3||||Highland|PH21|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289434|Church|06340459|254785|665564|1||5000005109451375|1|254801.8|665559.7|4000000005140774|6|17.3||||Strathclyde|G51|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126241|Little Loch Broom Free Church|06340459|201834|892005|1||0001000038778678|9|201841.3|892015|4000000003527135|8|12.4||||Highland|IV23|N|Highland||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17134760|Dunipace North Church|06340459|280740|683321|1||0001000040860266|5|280726|683307|4000000005184112|7|19.8||||Central|FK6|N|Falkirk||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124733|North Roe Church|06340459|436608|1189582|1||0001000038635707|3|436632.9|1189602.3|4000000003219343|6|32.2||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289316|Church|06340459|208664|664743|1||0001000039779498|7|208657.5|664743.4|4000000005086709|7|6.5||||Strathclyde|PA20|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288774|Church|06340459|158070|809740|1||0001000038766963|5|158052.2|809760.2|4000000003449081|4|27||||Inner Hebrides|IV46|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288926|Church|06340459|399723|866866|2||Not Assigned|0|399725.6|866857.7|4000000003791281|5|8.7||||Grampian|AB43|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288630|Church|06340459|419140|1157643|1||0001000038630710|3|419131.6|1157597.1|4000000003219614|9|46.6||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289470|Church|06340459|261306|668984|1||5000005160719364|1|261284.4|668985.4|4000000005163227|9|21.6||||Strathclyde|G21|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289636|Church|06340459|325394|640379|1||0001000036556750|4|325378.8|640378.1|4000000006230293|5|15.2||||Scottish Borders|EH45|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288661|South Church|06340459|350267|1016547|1||5000005106788042|1|350271.4|1016561.7|4000000003263697|6|15.3||||Orkney|KW17|N|Orkney Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288697|Church|06340459|204204|930029|1||0001000038704178|3|204219|930026|4000000003338807|6|15.3||||Highland|IV27|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289862|Church|06340459|338817|577076|1||0001000031742144|3|338840.6|577087.1|4000000007103294|9|26.1||||Dumfries and Galloway|DG14|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17177028|St James the Great Church|06340459|295793|698029|1||0001000036242185|4|295787.7|698041.1|4000000005202327|5|13.2||||Central|FK14|N|Clackmannanshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289514|Church|06340459|277136|665454|1||0001000041057677|3|277140.7|665404|4000000005176244|9|50.2||||Strathclyde|ML6|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288639|Church|06340459|431334|1157493|1||0001000038634776|3|431297|1157457|5000005123240381|1|51.6||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288745|Church|06340459|118176|849749|1||0001000038758253|5|118185|849732|5000005118507326|1|19.2||||Inner Hebrides|IV55|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17128884|St Ciaran's Church|06340459|218108|787310|1||0001000039292605|4|218134.5|787309.6|4000000004298146|6|26.5||||Highland|PH34|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129412|Netherton Church|06340459|314417|752183|1||0001000039398010|3|314404.3|752179.5|4000000004490334|9|13.2||||Tayside|PH10|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136489|St David's Broomhouse Church|06340459|320303|671343|1||0001000036471123|5|320324.3|671337.7|4000000006376710|1|21.9||||Lothian|EH11|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17136880|Traquair Parish Church|06340459|332003|633462|1||0001000036670734|9|332034|633433.6|4000000006381536|2|42||||Scottish Borders|EH44|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137102|Apostolic Church|06340459|348948|636211|2||Not Assigned|0|348942.6|636208.6|4000000006399383|2|6||||Scottish Borders|TD1|N|Scottish Borders||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17130984|East Church|06340459|216696|655053|1||0001000039786058|5|216692.4|655081.1|4000000005074570|6|28.4||||Strathclyde|KA28|N|North Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125724|Loth Parish Church|06340459|297082|911380|1||0001000038716216|4|297076.7|911394.3|4000000003338001|9|15.2||||Highland|KW8|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17132281|Johnstone High Parish Church|06340459|242606|662967|1||0001000040069506|4|242624.4|663022.2|4000000005088994|7|58.2||||Strathclyde|PA5|N|Renfrewshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17132544|Lugar Parish Church|06340459|259085|621340|1||0001000040417076|5|259097.1|621311.7|4000000005101198|6|30.8||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18381554|Episcopal Cathedral and College|06340459|216611|655230|1||0001000039785873|4|216582.1|655285.5|4000000005353628|3|62.6||||Strathclyde|KA28|N|North Ayrshire||||Religion|Scottish Episcopal (Christian)|Ordnance Survey|2015-12-01
17126153|Glenelg Parish Church|06340459|181246|819271|1||0001000038772802|4|181253.4|819247.1|4000000003443082|9|25||||Highland|IV40|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134056|St David's Church|06340459|279127|666600|1||0001000040833076|2|279150.1|666610|4000000005177581|7|25.2||||Strathclyde|ML6|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129202|St Paul's Church|06340459|302037|714609|1||0001000039343828|7|302062.3|714598.5|4000000004473399|6|27.4||||Tayside|PH2|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17134570|St Andrew's Church|06340459|289598|664218|1||0001000036166301|5|289628.2|664220.9|4000000005178340|6|30.3||||Strathclyde|ML7|N|North Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17128375|Cruden Parish Church|06340459|407059|836574|1||0001000039241711|3|407052.7|836594|4000000004189415|8|21||||Grampian|AB42|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129379|Stanley Parish Church|06340459|311034|732890|1||0001000039385419|4|310966.1|732900.5|4000000004478134|6|68.7||||Tayside|PH1|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124680|Twatt Church|06340459|432708|1153297|1||0001000038633037|3|432679.9|1153290.8|4000000003219071|5|28.7||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129714|Place of Worship|06340459|384604|640190|1||0001000036847207|3|384618.1|640188.7|4000000006287569|6|14.1||||Scottish Borders|TD12|N|Scottish Borders||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
17129678|Springfield Parish Church|06340459|334162|711855|1||0001000039474031|4|334149.2|711872.2|4000000004479304|7|21.4||||Fife|KY15|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17137133|Channelkirk Parish Church|06340459|348153|654508|1||0001000036754832|3|348117.5|654550.1|4000000006286453|11|55.1||||Scottish Borders|TD2|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130297|Edzell Parish Church|06340459|359865|769212|1||0001000039672970|4|359955.4|769239.8|4000000004466369|10|94.6||||Tayside|DD9|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18117372|Our Lady and St Bean's R C Chapel|06340459|234145|831741|1||0001000038782641|5|234200.5|831688.1|4000000003515122|7|76.6||||Highland|IV4|N|Highland||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
18123969|Chapel (Private)|06340459|324740|672663|1||0001000036544646|7|324728.7|672705.2|4000000006252532|6|43.7||||Lothian|EH3|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18122045|Chapel (Private)|06340459|268045|661940|1||0001000040613572|2|268048|661914|4000000005157994|8|26.2||||Strathclyde|G71|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18217370|Gospel Hall|06340459|276446|655968|1||0001000041026447|6|276426.3|655952.8|4000000005127394|6|24.9||||Strathclyde|ML1|N|North Lanarkshire||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18169015|Gospel Hall|06340459|345957|728789|2||Not Assigned|0|345948.8|728796.6|4000000004546569|5|11.2||||Fife|DD6|N|Fife||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18118303|Chapel (Private)|06340459|321352|862956|2||Not Assigned|0|321356.1|862929.8|4000000003792286|7|26.5||||Grampian|IV30|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133499|Chapel|06340459|337146|731775|1||0001000039505631|5|337150.7|731823.9|4000000004483013|9|49.1||||Tayside|DD2|N|Dundee City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133520|Chapel|06340459|325514|673167|1||0001000036564057|5|325529.2|673086.2|4000000006326447|7|82.3||||Lothian|EH3|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18217522|Gospel Hall|06340459|278380|659582|1||1000000303890309|2|278385.4|659567|4000000005128870|5|16||||Strathclyde|ML1|N|North Lanarkshire||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18123985|St Triduana's Chapel|06340459|328331|674469|1||0001000036634558|4|328353.1|674459.3|4000000006266047|9|24.1||||Lothian|EH7|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18118698|Chapel (Private)|06340459|386864|834803|1||0001000039087754|4|386830.7|834787|4000000003779558|8|37||||Grampian|AB41|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289728|Church|06340459|395675|661028|1||0001000036864501|4|395682.4|661017.6|4000000006400815|3|12.8||||Scottish Borders|TD14|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18121461|Chapel (Private)|06340459|242193|664344|1||1000000300875333|5|242215.6|664347.1|4000000005090026|7|22.8||||Strathclyde|PA5|N|Renfrewshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288720|Church|06340459|336266|950945|1||0001000038742114|4|336255.2|950956.4|4000000003378603|6|15.7||||Highland|KW1|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18221105|Gospel Hall|06340459|317706|697290|1||0001000036435230|5|317692.1|697273.4|4000000006274386|5|21.6||||Fife|KY5|N|Fife||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
18125605|Chapel (Private)|06340459|272625|564388|1||0001000031470883|3|272706|564296.6|5000005134268887|1|122.1||||Dumfries and Galloway|DG7|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17126161|Lochalsh Parish Church|06340459|182910|827230|1||0001000038773404|4|182906.5|827246.8|4000000003443211|6|17.1||||Highland|IV40|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289616|Church|06340459|304126|689122|1||0001000042926703|5|304150.4|689118.8|4000000006361595|6|24.6||||Fife|KY12|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288850|Church|06340459|277977|881997|1||0001000038865579|11|277985.6|882018.6|4000000003522224|7|23.2||||Highland|IV19|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138718|The Parish Church of Whithorn|06340459|244434|540334|1||0001000031456172|4|244394.3|540305.6|4000000006913922|1|48.8||||Dumfries and Galloway|DG8|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289511|St Dominic's RC Church|06340459|277675|669989|1||0001000041057996|4|277699.9|669961.2|4000000005177757|6|37.3||||Strathclyde|ML6|N|North Lanarkshire||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20289497|Church|06340459|270033|644544|1||0001000040900336|7|270043.8|644574.5|4000000005118850|6|32.4||||Strathclyde|ML10|N|South Lanarkshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18390647|Gospel Hall|06340459|306161|671827|1||0001000036329952|3|306172.7|671803.1|4000000006236783|7|26.6||||Lothian|EH52|N|West Lothian||||Religion|Other (Christian)|Ordnance Survey|2015-12-01
17136613|St Margaret's R C Church|06340459|320827|675482|1||0001000036476939|5|320827.9|675456.2|4000000006260741|5|25.8||||Lothian|EH4|N|City of Edinburgh||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20289280|Church|06340459|352529|798527|1||0001000039646867|3|352531.5|798542.4|4000000004508198|7|15.6||||Grampian|AB34|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288770|Church|06340459|149332|866979|1||0001000038765495|4|149312.1|866964.8|4000000003442988|5|24.4||||Inner Hebrides|IV51|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17125762|Abbey Church|06340459|313522|959696|1||1000000168831816|1|313562.9|959636.1|4000000003376372|8|72.6||||Highland|KW12|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176266|Migvie Parish Church|06340459|343668|806839|1||0001000038972264|4|343632.8|806822.1|4000000003764097|12|39||||Grampian|AB34|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133655|Chapel|06340459|376560|657390|1||0001000036834656|3|376546.1|657404.9|4000000006288494|10|20.4||||Scottish Borders|TD11|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133582|Chapel|06340459|328590|675653|1||0001000036635096|5|328594.7|675659.8|4000000006405343|1|8.3||||Lothian|EH6|N|City of Edinburgh||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288645|Church|06340459|447636|1141110|1||0001000038648679|5|447625.2|1141110.9|4000000003221569|8|10.8||||Shetland|ZE1|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17140700|Saughtree Church|06340459|356109|596816|1||0001000038242059|4|356139.1|596796.5|4000000007142717|6|35.9||||Scottish Borders|TD9|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20135695|St Margaret's Convent|06340459|394060|807417|1||0001000039196710|4|394092.6|807422.4|4000000003786011|5|33.1||||Grampian|AB24|N|Aberdeen City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133573|Chapel|06340459|323995|724464|1||0001000039421952|5|324011.5|724512.7|4000000004573565|1|51.4||||Tayside|PH2|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133504|Chapel|06340459|256300|667334|1||0001000040361593|4|256317|667305|4000000005147053|8|33.6||||Strathclyde|G12|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129915|St Mary's Church|06340459|341408|716100|1||0001000039554452|3|341398.7|716146.5|4000000004480018|6|47.5||||Fife|KY15|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133515|Chapel|06340459|210846|659535|1||0001000039782492|8|210815.4|659568.8|4000000005074490|10|45.6||||Strathclyde|PA20|N|Argyll and Bute||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20135717|Stirches (St Andrew's Convent)|06340459|349798|616230|1||0001000036759324|7|349790.4|616206|4000000006398181|2|25.2||||Scottish Borders|TD9|N|Scottish Borders||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17128895|St Joseph's Roman Catholic Church|06340459|222206|781501|1||0001000039293636|5|222194.3|781484|4000000004293046|9|20.6||||Highland|PH34|N|Highland||||Religion|Roman Catholic (Christian)|Ordnance Survey|2015-12-01
20289158|Church|06340459|200653|757250|1||0001000039279734|4|200660.9|757263.6|4000000004295823|7|15.8||||Highland|PA38|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20129598|Place of Worship|06340459|257245|620280|1||0001000040369179|4|257245.7|620294.5|4000000005101129|5|14.5||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20257596|Place of Worship|06340459|334593|858885|1||0001000038959772|4|334587|858875|4000000003780037|5|11.7||||Grampian|IV32|N|Moray||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
